"code","name","lat","long","metro"
"VGO","VGO - Vigo–Peinador Airport",42.22761,-8.628506,932
"VRA","VRA - Juan Gualberto Gómez Airport",23.034311,-81.43769,1597
"AXA","AXA - Clayton J. Lloyd International Airport",18.20659,-63.05263,8729
"BES","BES - Brest Bretagne Airport",48.44764,-4.4178324,1929
"BFJ","BFJ - Bijie Feixiong Airport",27.267066,105.472097,118
"BSR","BSR - Basra International Airport",30.5137153,47.702371,427
"BUS","BUS - Batumi International Airport (Alexander Kartveli Batumi Int'l Airport)",41.60679,41.61085,2828
"BZV","BZV - Maya-Maya Airport",-4.258899,15.251139,27
"CWL","CWL - Cardiff Airport",51.398525,-3.3446038,7538
"FUO","FUO - Foshan Shadi Airport",23.06818,113.071205,9
"HMB","HMB - Sohag International Airport",26.339071,31.73772,1405
"HMO","HMO - General Ignacio Pesqueira García International Airport",29.091188,-111.05272,937
"HUX","HUX - Bahías de Huatulco International Airport",15.772261,-96.258354,3224
"JDZ","JDZ - Jingdezhen Luojia Airport",29.3386,117.176,377
"KBL","KBL - Hamid Karzai International Airport",34.564934,69.21268,215
"KSC","KSC - Košice International Airport",48.672905,21.237444,1406
"LNS","LNS - Lancaster Airport",40.118843,-76.2993,943
"MDZ","MDZ - Gov. Francisco Gabrielli International Airport (El Plumerillo)",-32.8315886,-68.7975776547792,1427
"MJT","MJT - Mytilene International Airport",39.05309,26.603008,4864
"MLM","MLM - General Francisco J. Mujica International Airport",19.846464,-101.02814,806
"MUX","MUX - Multan International Airport",30.19616,71.42382,431
"NEW","NEW - Lakefront Airport",30.038513,-90.026405,517
"NKC","NKC - Nouakchott–Oumtounsy International Airport",18.298717,-15.958082,784
"OME","OME - Nome Airport",64.50993,-165.44351,9764
"RBA","RBA - Rabat–Salé Airport",34.036114,-6.7480955,370
"ROA","ROA - Roanoke–Blacksburg Regional Airport (Woodrum Field)",37.320415,-79.97014,1591
"STV","STV - Surat Airport",21.12053,72.74309,192
"TIR","TIR - Tirupati Airport",13.638432,79.5474,2388
"TLH","TLH - Tallahassee International Airport",30.395407,-84.345055,2090
"YQT","YQT - Thunder Bay International Airport",48.37426,-89.319496,3458
"YXS","YXS - Prince George Airport",53.884113,-122.67399,4174
"ARH","ARH - Talagi Airport",64.596115,40.714546,1297
"BJL","BJL - Banjul International Airport",13.34406,-16.6522,2366
"CUU","CUU - General Roberto Fierro Villalobos International Airport",28.704006,-105.96896,898
"DQA","DQA - Daqing Sartu Airport",46.74876,125.139435,277
"FAB","FAB - Farnborough Airport",51.283077,-0.7773883,1774
"INV","INV - Inverness Airport",57.541317,-4.0530386,4080
"IXR","IXR - Birsa Munda Airport",23.31725,85.325226,765
"MHH","MHH - Marsh Harbour Airport",26.510798,-77.08529,8019
"NBC","NBC - Begishevo Airport",55.564545,52.101326,883
"PLN","PLN - Pellston Regional Airport (Emmet County)",45.57149,-84.78619,9781
"SBD","SBD - San Bernardino International Airport",34.100525,-117.24671,95
"YUM","YUM - Yuma International Airport / MCAS Yuma (FAA: NYL)",32.668552,-114.59914,1610
"YVO","YVO - Val-d'Or Airport",48.05349,-77.78318,5644
"AAL","AAL - Aalborg Airport",57.09692,9.856463,3333
"ASU","ASU - Silvio Pettirossi International Airport",-25.241512,-57.514183,751
"BAQ","BAQ - Ernesto Cortissoz International Airport",10.886601,-74.77643,410
"CGP","CGP - Shah Amanat International Airport",22.245699,91.81468,365
"DED","DED - Jolly Grant Airport",30.194925,78.19205,1229
"DIB","DIB - Dibrugarh Airport (Mohanbari Airport)",27.485765,95.01594,2217
"DOM","DOM - Douglas–Charles Airport",15.546761,-61.30091,6684
"ECN","ECN - Ercan International Airport",35.15877,33.50399,1440
"FAI","FAI - Fairbanks International Airport",64.816414,-147.86351,3454
"FDF","FDF - Martinique Aimé Césaire International Airport",14.595747,-61.000122,2214
"HCR","HCR - Holy Cross Airport (FAA: HCA)",62.187965,-159.77551,9795
"HDY","HDY - Hat Yai International Airport",6.936216,100.39372,1773
"HTN","HTN - Hotan Airport",37.039883,79.87447,1545
"ISM","ISM - Kissimmee Gateway Airport",28.295305,-81.43679,249
"ISU","ISU - Sulaimaniyah International Airport",35.559788,45.325676,1122
"IXD","IXD - Allahabad Airport (Bamrauli Air Force Base)",25.443747,81.740425,145
"IXG","IXG - Belgaum Airport",15.861036,74.61295,1449
"LBE","LBE - Arnold Palmer Regional Airport",40.273064,-79.40823,6968
"LLV","LLV - Lüliang Airport",37.683333,111.142778,3504
"LMP","LMP - Lampedusa Airport",35.50122,12.615971,9804
"MVD","MVD - Carrasco Gral. Cesáreo L. Berisso International Airport",-34.83682,-56.016518,544
"NLU","NLU - Santa Lucía Air Force Base Num 1",19.744453,-98.99898,8
"NQY","NQY - Newquay Airport",50.44262,-5.0061073,3680
"PQC","PQC - Phu Quoc International Airport",10.163415,103.99803,3067
"PSF","PSF - Pittsfield Municipal Airport",42.425343,-73.29078,3271
"SDJ","SDJ - Sendai Airport",38.13972,140.91695,397
"SLA","SLA - Martín Miguel de Güemes International Airport",-24.84423,-65.47841,1313
"SLY","SLY - Salekhard Airport",66.590126,66.58647,4159
"TLC","TLC - Licenciado Adolfo López Mateos International Airport",19.338947,-99.56983,1060
"TWF","TWF - Magic Valley Regional Airport (Joslin Field)",42.48335,-114.48472,4329
"YDF","YDF - Deer Lake Regional Airport",49.21023,-57.398945,6041
"ZIH","ZIH - Ixtapa-Zihuatanejo International Airport",17.604502,-101.46355,3545
"AKX","AKX - Aktobe Airport",50.248756,57.210796,1589
"AMA","AMA - Rick Husband Amarillo International Airport",35.220325,-101.70745,2404
"AOI","AOI - Ancona Falconara Airport",43.610527,13.355831,1082
"BTM","BTM - Bert Mooney Airport",45.954838,-112.507545,5112
"DJJ","DJJ - Sentani Airport",-2.5748985,140.51498,1600
"ELH","ELH - North Eleuthera Airport",25.475267,-76.68258,9822
"GCI","GCI - Guernsey Airport",49.434082,-2.5994887,5563
"GRB","GRB - Austin Straubel International Airport",44.4927,-88.12718,1036
"GRX","GRX - Federico García Lorca Airport (Granada Jaén Airport)",37.187744,-3.777957,1239
"INN","INN - Innsbruck Airport (Kranebitten Airport)",47.25765,11.351308,1948
"JAN","JAN - Jackson–Evers International Airport",32.31223,-90.07642,1438
"LCI","LCI - Laconia Municipal Airport",43.573235,-71.425255,3584
"LNL","LNL - Longnan Chengzhou Airport",33.7889894,105.781415528745,361
"MDC","MDC - Sam Ratulangi International Airport",1.5490187,124.925514,998
"MJI","MJI - Mitiga International Airport",32.893585,13.275945,634
"MMK","MMK - Murmansk Airport",68.78449,32.757927,1664
"NGU","NGU - NS Norfolk (Chambers Field)",36.94377,-76.28895,1682
"NSK","NSK - Alykel Airport",69.325066,87.342705,2770
"OTH","OTH - Southwest Oregon Regional Airport",43.41622,-124.249245,5177
"PBG","PBG - Plattsburgh International Airport",44.65193,-73.46572,2049
"PIK","PIK - Glasgow Prestwick Airport",55.509045,-4.611097,4753
"POP","POP - Gregorio Luperón International Airport",19.75536,-70.56382,353
"SCV","SCV - Suceava International Airport (Ștefan cel Mare Int'l)",47.6868,26.352686,1775
"SLL","SLL - Salalah International Airport",17.048855,54.087547,2761
"SQD","SQD - Shangrao Sanqingshan Airport",28.3797,117.9643,121
"SZF","SZF - Samsun-Çarşamba Airport",41.259186,36.557377,1858
"TOF","TOF - Bogashevo Airport",56.388317,85.20963,1114
"YXY","YXY - Erik Nielsen Whitehorse International Airport",60.714123,-135.07611,6039
"AAR","AAR - Aarhus Airport",56.307514,10.628102,2312
"ACV","ACV - Arcata-Eureka Airport",40.97092,-124.10658,3443
"ADZ","ADZ - Gustavo Rojas Pinilla International Airport",12.586117,-81.702156,4233
"ASF","ASF - Narimanovo Airport",46.287037,47.99988,1254
"BLI","BLI - Bellingham International Airport",48.795578,-122.533066,1530
"BMI","BMI - Central Illinois Regional Airport",40.47621,-88.91548,2601
"BQS","BQS - Ignatyevo Airport",50.422188,127.40747,481
"CBB","CBB - Jorge Wilstermann International Airport",-17.417048,-66.17871,815
"CEE","CEE - Cherepovets Airport",59.280373,38.0168,1924
"CIH","CIH - Changzhi Wangcun Airport",36.24689,113.12857,236
"CKB","CKB - North Central West Virginia Airport",39.300655,-80.22592,4913
"CPR","CPR - Casper–Natrona County International Airport",42.897274,-106.46485,4326
"CUL","CUL - Bachigualato Federal International Airport",24.763023,-107.476685,975
"DUR","DUR - King Shaka International Airport",-29.609978,31.116888,1261
"FAE","FAE - Vágar Airport",62.06333,-7.27546,6435
"FCM","FCM - Flying Cloud Airport",44.827175,-93.461075,160
"FRL","FRL - Forlì International Airport (Luigi Ridolfi Airport)",44.1983,12.070681,996
"GMP","GMP - Gimpo International Airport",37.558655,126.79447,6
"GON","GON - Groton–New London Airport",41.33016,-72.04667,1489
"GRV","GRV - Grozny Airport",43.38475,45.699844,923
"GZP","GZP - Gazipaşa–Alanya Airport[2]",36.297386,32.301437,7132
"HLH","HLH - Ulanhot Airport",46.195427,122.00792,1877
"HPH","HPH - Cat Bi International Airport",20.821383,106.72624,341
"HRE","HRE - Harare International Airport",-17.918783,31.097279,378
"HSC","HSC - Shaoguan Guitou Airport",24.8136095,113.5922116,276
"IFN","IFN - Isfahan International Airport (Shahid Beheshti Int'l)",32.74625,51.876392,289
"IGU","IGU - Foz do Iguaçu International Airport",-25.59771,-54.488514,1249
"IXM","IXM - Madurai Airport",9.838431,78.089455,561
"JMU","JMU - Jiamusi Dongjiao Airport",46.846924,130.46413,371
"JRO","JRO - Kilimanjaro International Airport",-3.4245248,37.06508,3074
"KCH","KCH - Kuching International Airport",1.4868501,110.341736,1893
"KVA","KVA - Kavala International Airport (Alexander the Great Airport)",40.92143,24.622547,3288
"LDE","LDE - Tarbes–Lourdes–Pyrénées Airport",43.17968,-0.0046043,2302
"LEB","LEB - Lebanon Municipal Airport",43.624947,-72.30864,3900
"MDL","MDL - Mandalay International Airport",21.705648,95.97083,661
"MLB","MLB - Orlando Melbourne International Airport",28.102007,-80.64516,903
"MME","MME - Durham Tees Valley Airport",54.51103,-1.4240716,1748
"NIM","NIM - Diori Hamani International Airport",13.476534,2.177158,808
"NSI","NSI - Yaoundé Nsimalen International Airport",3.7149162,11.547693,379
"OAX","OAX - Xoxocotlán International Airport",17.00131,-96.72399,1016
"OSU","OSU - Ohio State University Airport",40.07746,-83.07347,420
"PVU","PVU - Provo Municipal Airport",40.218052,-111.72224,969
"ROS","ROS - Rosario – Islas Malvinas International Airport",-32.916885,-60.78039,607
"SCE","SCE - University Park Airport (FAA: UNV)",40.849987,-77.84869,2263
"SHF","SHF - Shihezi Huayuan Airport",44.24346735,85.8860568409703,1065
"SKT","SKT - Sialkot International Airport",32.53367,74.36315,624
"SLZ","SLZ - Marechal Cunha Machado International Airport",-2.5849926,-44.23488,601
"SQJ","SQJ - Sanming Shaxian Airport",26.4263,117.8336,326
"SZB","SZB - Sultan Abdul Aziz Shah Airport",3.132803,101.5544,54
"TGO","TGO - Tongliao Airport",43.55955,122.20901,302
"TIF","TIF - Ta'if Regional Airport",21.48065,40.552692,1256
"TKF","TKF - Truckee Tahoe Airport (FAA: TRK)",39.31923,-120.14512,1090
"UGN","UGN - Waukegan National Airport",42.416306,-87.868195,657
"USA","USA - Concord Regional Airport (FAA: JQF)",35.380474,-80.71397,357
"YQG","YQG - Windsor International Airport",42.271503,-82.95828,139
"AGC","AGC - Allegheny County Airport",40.352398,-79.92705,308
"AGU","AGU - Lic. Jesús Terán Peredo International Airport",21.701298,-102.31623,772
"BNX","BNX - Banja Luka International Airport",44.933628,17.30379,1812
"CJB","CJB - Coimbatore International Airport",11.031431,77.043434,509
"CRW","CRW - Yeager Airport",38.37145,-81.59349,2704
"DRS","DRS - Dresden Airport",51.132153,13.767207,620
"DSA","DSA - Robin Hood Airport Doncaster Sheffield",53.48091,-1.0077734,3934
"FMO","FMO - Münster Osnabrück International Airport",52.133724,7.685923,818
"GND","GND - Maurice Bishop International Airport",12.004167,-61.78611,8335
"HBA","HBA - Hobart International Airport",-42.836353,147.50746,2308
"HMA","HMA - Khanty-Mansiysk Airport",61.026226,69.09571,3704
"IOM","IOM - Isle of Man Airport (Ronaldsway Airport)",54.086597,-4.6339397,5482
"JLR","JLR - Jabalpur Airport (Dumna Airport)",23.17826,80.05213,680
"JNU","JNU - Juneau International Airport",58.35798,-134.58318,5638
"KEJ","KEJ - Kemerovo International Airport",55.28207,86.11919,1201
"LCG","LCG - A Coruña Airport",43.301163,-8.379209,1207
"LSE","LSE - La Crosse Regional Airport",43.875782,-91.2579,2744
"MXZ","MXZ - Meixian Airport",24.263605,116.10893,162
"PEW","PEW - Bacha Khan International Airport",33.98982,71.51921,395
"PWA","PWA - Wiley Post Airport",35.53072,-97.642746,577
"RDD","RDD - Redding Municipal Airport",40.509014,-122.29398,2903
"RIL","RIL - Garfield County Regional Airport",39.526066,-107.72575,8271
"RNS","RNS - Rennes–Saint-Jacques Airport",48.069786,-1.734365,1352
"SSI","SSI - Malcolm McKinnon Airport",31.15549,-81.38674,3638
"STI","STI - Cibao International Airport",19.402134,-70.601906,353
"SVD","SVD - Argyle International Airport",13.16504,-61.150208,6045
"TMP","TMP - Tampere–Pirkkala Airport",61.414856,23.60463,1462
"UUS","UUS - Yuzhno-Sakhalinsk Airport (Khomutovo Airport)",46.88695,142.72386,2250
"VIX","VIX - Eurico de Aguiar Salles Airport",-20.257648,-40.283535,475
"YYY","YYY - Mont-Joli Airport",48.602314,-68.21152,4692
"BHK","BHK - Bukhara International Airport",39.760323,64.47532,1532
"BRC","BRC - San Carlos de Bariloche Airport",-41.146713,-71.16203,3473
"BVY","BVY - Beverly Municipal Airport",42.58442,-70.91528,7825
"BZR","BZR - Béziers Cap d'Agde Airport",43.322514,3.355438,2759
"CBR","CBR - Canberra Airport",-35.305233,149.19339,1669
"COE","COE - Coeur d'Alene Airport",47.774326,-116.81955,1032
"DLI","DLI - Lien Khuong Airport",11.750342,108.36818,2202
"GEO","GEO - Cheddi Jagan International Airport",6.503833,-58.25308,2561
"HJJ","HJJ - Huaihua Zhijiang Airport",27.44139,109.69972,159
"HTA","HTA - Chita International Airport (Kadala Airport)",52.021893,113.30707,1780
"IQN","IQN - Qingyang Airport",35.79972,107.602776,407
"JUB","JUB - Juba International Airport",4.8675194,31.602684,1717
"JUH","JUH - Chizhou Jiuhuashan Airport",30.740278,117.68667,663
"KAN","KAN - Mallam Aminu Kano International Airport",12.04565,8.522076,240
"LIG","LIG - Limoges – Bellegarde Airport",45.862118,1.174024,2465
"MGM","MGM - Montgomery Regional Airport (Dannelly Field)",32.305073,-86.39063,1891
"MGQ","MGQ - Aden Adde International Airport",2.014812,45.304913,441
"NDJ","NDJ - N'Djamena International Airport",12.129376,15.033964,720
"OSR","OSR - Leoš Janáček Airport Ostrava",49.69696,18.116503,796
"PEI","PEI - Matecaña International Airport",4.81521,-75.73631,459
"PNK","PNK - Supadio Airport",-0.1467338,109.40434,1224
"RAO","RAO - Leite Lopes Airport",-21.139164,-47.77657,721
"ROV","ROV - Rostov-on-Don Airport",47.254948,39.803177,550
"SGU","SGU - St. George Regional Airport",37.033443,-113.509926,2644
"SJP","SJP - Prof. Eribelto Manoel Reino State Airport",-20.812494,-49.404926,961
"SKD","SKD - Samarkand International Airport",39.69633,66.99087,1148
"SLU","SLU - George F. L. Charles Airport",14.02,-60.993057,3831
"SUU","SUU - Travis Air Force Base",38.2702828,-121.930999,2110
"TLN","TLN - Toulon–Hyères Airport (Hyères Le Palyvestre Airport)",43.094658,6.150897,1932
"TMR","TMR - Aguenar – Hadj Bey Akhamok Airport",22.811111,5.450833,4135
"TRZ","TRZ - Tiruchirappalli International Airport",10.760367,78.70887,886
"TTU","TTU - Sania Ramel Airport",35.59109,-5.33102,2625
"UGC","UGC - Urgench International Airport",41.583885,60.642433,2011
"VER","VER - General Heriberto Jara International Airport",19.144812,-96.1864,1296
"YUY","YUY - Rouyn-Noranda Airport",48.211906,-78.82926,5160
"YXE","YXE - Saskatoon John G. Diefenbaker International Airport",52.174587,-106.700485,2116
"YYG","YYG - Charlottetown Airport",46.29118,-63.128532,4614
"ZQZ","ZQZ - Zhangjiakou Ningyuan Airport",40.767544,114.88634,191
"BDR","BDR - Igor I. Sikorsky Memorial Airport",41.16421,-73.124664,204
"BFL","BFL - Meadows Field Airport",35.43291,-119.05662,1014
"CCF","CCF - Carcassonne Airport",43.21575,2.3061712,3853
"CJS","CJS - Abraham González International Airport",31.635723,-106.4357,414
"DRO","DRO - Durango–La Plata County Airport",37.150608,-107.75326,6374
"DSI","DSI - Destin Executive Airport (FAA: DTS)",30.39666,-86.47098,3018
"EGC","EGC - Bergerac Dordogne Périgord Airport",44.824562,0.5139048,3877
"ENW","ENW - Kenosha Regional Airport",42.590084,-87.92589,657
"EVE","EVE - Harstad/Narvik Airport, Evenes",68.488594,16.681442,6947
"FEG","FEG - Fergana International Airport",40.37599,71.75197,1363
"FNA","FNA - Lungi International Airport",8.615413,-13.200598,867
"GFK","GFK - Grand Forks International Airport",47.94286,-97.17658,4022
"GGT","GGT - Exuma International Airport",23.563236,-75.873924,9980
"INI","INI - Niš Constantine the Great Airport",43.337593,21.866344,2233
"IXB","IXB - Bagdogra Airport",26.684994,88.325424,1107
"KCA","KCA - Kuqa Qiuci Airport",41.682663,82.87669,1445
"KIR","KIR - Kerry Airport (Farranfore Airport)",52.181385,-9.537219,5328
"KRS","KRS - Kristiansand Airport, Kjevik",58.20383,8.083769,2580
"LPB","LPB - El Alto International Airport",-16.510248,-68.18829,331
"MRK","MRK - Marco Island Airport (FAA: MKY)",25.995834,-81.673004,3530
"MXL","MXL - General Rodolfo Sánchez Taboada International Airport",32.629414,-115.248,683
"NGS","NGS - Nagasaki Airport",32.913643,129.91849,699
"NVT","NVT - Navegantes–Ministro Victor Konder International Airport",-26.880535,-48.649086,6924
"OGZ","OGZ - Beslan Airport",43.20186,44.604664,1124
"OST","OST - Ostend–Bruges International Airport",51.204193,2.8698127,909
"OTZ","OTZ - Ralph Wien Memorial Airport",66.88811,-162.59338,9993
"OXC","OXC - Waterbury–Oxford Airport",41.479515,-73.135925,204
"PBC","PBC - Hermanos Serdán International Airport",19.160227,-98.37255,350
"PBM","PBM - Johan Adolf Pengel International Airport",5.456003,-55.200058,2268
"PHF","PHF - Newport News/Williamsburg International Airport",37.131668,-76.492775,1682
"RGK","RGK - Gorno-Altaysk Airport",51.957596,85.91788,4445
"RKD","RKD - Knox County Regional Airport",44.061802,-69.09431,7002
"STX","STX - Henry E. Rohlsen Airport",17.69953,-64.79747,10000
"TSA","TSA - Taipei Songshan Airport",25.067566,121.5527,147
"UST","UST - Northeast Florida Regional Airport (FAA: SGJ)",29.95439,-81.34289,1091
"UUD","UUD - Baikal International Airport",51.804977,107.44353,1513
"VCA","VCA - Can Tho International Airport",10.080483,105.71218,536
"VGA","VGA - Vijayawada Airport",16.523838,80.79142,337
"VLI","VLI - Bauerfield International Airport",-17.699156,168.31851,4816
"VVC","VVC - La Vanguardia Airport",4.168983,-73.61217,1247
"WUA","WUA - Wuhai Airport",39.79362,106.808914,1368
"YMT","YMT - Chibougamau/Chapais Airport",49.779587,-74.52815,7780
"YXU","YXU - London International Airport",43.02855,-81.149864,1253
"ACA","ACA - General Juan N. Álvarez International Airport",16.76182,-99.75439,1126
"AES","AES - Ålesund Airport, Vigra",62.558655,6.1152782,3499
"AKA","AKA - Ankang Wulipu Airport",32.707447,108.939125,345
"ASJ","ASJ - Amami Airport",28.430834,129.7125,4980
"AVP","AVP - Wilkes-Barre/Scranton International Airport",41.337933,-75.72464,1112
"BAX","BAX - Barnaul Airport",53.361263,83.547386,1081
"BDJ","BDJ - Syamsudin Noor Airport",-3.438203,114.75417,752
"BDN","BDN - Talhar Airport",24.840554,68.8391849764893,10018
"BRQ","BRQ - Brno–Tuřany Airport",49.152233,16.693352,1173
"CIY","CIY - Comiso Airport",36.99837,14.606887,3658
"DIY","DIY - Diyarbakır Airport",37.894848,40.1995,2064
"EAS","EAS - San Sebastián Airport",43.35648,-1.7911673,1180
"EVV","EVV - Evansville Regional Airport",38.043365,-87.527176,1757
"EXT","EXT - Exeter International Airport",50.734386,-3.4177582,2235
"GOP","GOP - Gorakhpur Airport",26.745596,83.449104,1127
"GRZ","GRZ - Graz Airport",46.994045,15.440131,1281
"HAS","HAS - Ha'il Regional Airport",27.438251,41.690178,1680
"IFP","IFP - Laughlin/Bullhead International Airport",35.156292,-114.55843,3235
"ILG","ILG - Wilmington Airport (New Castle Airport)",39.680202,-75.60346,2474
"ISG","ISG - New Ishigaki Airport",24.390825,124.24587,4933
"IXA","IXA - Agartala Airport (Singerbhil Airport)",23.892742,91.24384,779
"JBQ","JBQ - La Isabela International Airport (Dr. Joaquin Balaguer Int'l)",18.575792,-69.98182,202
"JIB","JIB - Djibouti–Ambouli International Airport",11.547222,43.15917,1258
"JPA","JPA - Presidente Castro Pinto International Airport",-7.146009,-34.948776,605
"KIJ","KIJ - Niigata Airport",37.953465,139.11354,679
"LRH","LRH - La Rochelle – Île de Ré Airport",46.178696,-1.1963913,2517
"LUZ","LUZ - Lublin Airport",51.23581,22.715067,1362
"LXR","LXR - Luxor International Airport",25.673883,32.701492,1431
"MQT","MQT - Sawyer International Airport (FAA: SAW)",46.349743,-87.38733,5314
"MST","MST - Maastricht Aachen Airport",50.913685,5.773359,372
"NBS","NBS - Changbaishan Airport",42.0691726,127.602772145101,10041
"NDG","NDG - Qiqihar Sanjiazi Airport",47.253937,123.92395,154
"NKM","NKM - Nagoya Airfield (Komaki Airport)",35.2539,136.91974,30
"OKD","OKD - Okadama Airport",43.110622,141.38214,359
"PNL","PNL - Pantelleria Airport",36.815033,11.967049,7741
"REP","REP - Siem Reap International Airport (Angkor Int'l)",13.411532,103.81392,3044
"RMI","RMI - Federico Fellini International Airport",44.020145,12.611991,2047
"SHL","SHL - Shillong Airport (Barapani Airport)",25.70621,91.97508,3088
"SLK","SLK - Adirondack Regional Airport",44.380474,-74.20342,5934
"SRG","SRG - Achmad Yani International Airport",-6.9655857,110.374916,501
"TME","TME - Gabriel Vargas Santos Airport",6.4494495,-71.760025,4042
"TSV","TSV - Townsville Airport",-19.25648,146.77081,2757
"UDI","UDI - Ten. Cel. Av. César Bombonato Airport",-18.88897,-48.230865,1056
"UET","UET - Quetta International Airport",30.249073,66.94882,835
"VFA","VFA - Victoria Falls Airport",-18.096323,25.851418,2822
"VII","VII - Vinh International Airport",18.727526,105.668594,1163
"VIT","VIT - Vitoria Airport",42.883427,-2.7312052,702
"XPL","XPL - Soto Cano Air Base",14.55509585,-87.6779463568156,2376
"YQR","YQR - Regina International Airport",50.433777,-104.66152,2442
"YTS","YTS - Timmins/Victor M. Power Airport",48.566513,-81.37204,5183
"ZYL","ZYL - Osmani International Airport",24.958342,91.87072,1432
"AHB","AHB - Abha Regional Airport",18.234816,42.657734,1842
"BGF","BGF - Bangui M'Poko International Airport",4.396111,18.520279,813
"BVC","BVC - Aristides Pereira International Airport (Rabil Airport)",16.135412,-22.892334,8000
"BZO","BZO - Bolzano Airport",46.462517,11.329978,2482
"CDW","CDW - Essex County Airport",40.875565,-74.27827,1103
"CGR","CGR - Campo Grande International Airport",-20.468693,-54.67412,878
"CRK","CRK - Clark International Airport",15.1846485,120.55692,177
"DAM","DAM - Damascus International Airport",33.411297,36.512833,391
"DNH","DNH - Dunhuang Airport",40.16612,94.805046,2295
"EZS","EZS - Elazığ Airport",38.600353,39.26793,1557
"FMY","FMY - Page Field",26.586933,-81.86786,552
"GOH","GOH - Nuuk Airport",64.19171,-51.674355,6540
"GPT","GPT - Gulfport–Biloxi International Airport",30.413115,-89.07278,1642
"GRI","GRI - Central Nebraska Regional Airport",40.969437,-98.31291,4090
"GWL","GWL - Rajmata Vijaya Raje Scindia Airport (Gwalior Airport)",26.2855,78.21717,787
"HAH","HAH - Prince Said Ibrahim International Airport",-11.535928,43.274208,3276
"HHR","HHR - Hawthorne Municipal Airport (Jack Northrop Field)",33.92228,-118.327324,23
"HLN","HLN - Helena Regional Airport",46.60958,-111.99023,4288
"HTY","HTY - Hatay Airport",36.363346,36.28413,896
"IPL","IPL - Imperial County Airport (Boley Field)",32.835205,-115.572395,683
"IQQ","IQQ - Diego Aracena International Airport",-20.536407,-70.18052,1988
"IXJ","IXJ - Jammu Airport (Satwari Airport)",32.68085,74.84235,624
"JAV","JAV - Ilulissat Airport",69.24344,-51.056675,8123
"JDH","JDH - Jodhpur Airport",26.255365,73.04982,807
"KHH","KHH - Kaohsiung International Airport",22.574629,120.34481,182
"KTN","KTN - Ketchikan International Airport",55.35541,-131.71056,7344
"KYA","KYA - Konya Airport",37.97874,32.56052,1335
"LFT","LFT - Lafayette Regional Airport",30.205482,-91.98942,1518
"LXS","LXS - Lemnos International Airport",39.923714,25.239305,8131
"LYP","LYP - Faisalabad International Airport",31.363043,72.98757,226
"MCC","MCC - McClellan Airfield",38.660107,-121.39232,255
"MGA","MGA - Augusto C. Sandino International Airport",12.144651,-86.17132,549
"MOT","MOT - Minot International Airport",48.25597,-101.28791,4702
"NLA","NLA - Simon Mwansa Kapwepwe International Airport",-12.996072,28.657654,746
"NOZ","NOZ - Spichenkovo Airport",53.803524,86.86341,871
"ORH","ORH - Worcester Regional Airport",42.268024,-71.87351,801
"PGF","PGF - Perpignan–Rivesaltes Airport",42.741337,2.8714275,1800
"PNE","PNE - Northeast Philadelphia Airport",40.07577,-75.00905,67
"RKT","RKT - Ras Al Khaimah International Airport",25.612,55.939972,3426
"SCW","SCW - Syktyvkar Airport",61.663815,50.85155,2193
"SLP","SLP - Ponciano Arriaga International Airport",22.256886,-100.93415,766
"SNU","SNU - Abel Santamaría Airport",22.492155,-79.943985,1534
"TLQ","TLQ - Turpan Jiaohe Airport",43.028545,89.10346,1169
"TRI","TRI - Tri-Cities Regional Airport",36.474274,-82.409256,1617
"UES","UES - Waukesha County Airport (Crites Field)",43.038857,-88.2376,386
"WDH","WDH - Hosea Kutako International Airport",-22.484776,17.470316,1906
"YGR","YGR - Îles-de-la-Madeleine Airport",47.42374,-61.77476,7180
"YKL","YKL - Schefferville Airport",54.80402,-66.805725,10109
"YNJ","YNJ - Yanji Chaoyangchuan Airport",42.88801,129.44666,889
"YPX","YPX - Puvirnituq Airport",60.050682,-77.28718,10111
"YXX","YXX - Abbotsford International Airport",49.024918,-122.36834,1530
"ZAT","ZAT - Zhaotong Airport",27.324408,103.75462,149
"AAE","AAE - Rabah Bitat Airport (Les Salines Airport)",36.82406,7.8215694,2196
"AAT","AAT - Altay Airport",47.74833705,88.0894824904233,3004
"AHU","AHU - Cherif Al Idrissi Airport",35.1771077,-3.83947955863384,2147
"AJU","AJU - Santa Maria Airport",-10.98400021,-37.07030106,682
"ANF","ANF - Cerro Moreno International Airport",-23.448818,-70.440865,1796
"ASB","ASB - Ashgabat International Airport",37.984512,58.366512,4534
"ATZ","ATZ - Assiut Airport",27.050007,31.015408,1130
"AXM","AXM - El Edén International Airport",4.4528823,-75.7663,1133
"BDO","BDO - Husein Sastranegara International Airport",-6.89951685,107.576047505426,253
"BEN","BEN - Benina International Airport",32.10091765,20.273410208919,1200
"BJI","BJI - Bemidji Regional Airport",47.509243,-94.93291,6660
"BLV","BLV - MidAmerica St. Louis Airport / Scott Air Force Base",38.5492,-89.82164,5433
"BPL","BPL - Bole Alashankou Airport",44.90029,82.30272,2117
"CCP","CCP - Carriel Sur International Airport",-36.77725,-73.05999,1057
"CCR","CCR - Buchanan Field Airport",37.990215,-122.05613,2110
"CFR","CFR - Caen – Carpiquet Airport",49.18319,-0.4594302,4820
"COU","COU - Columbia Regional Airport",38.815525,-92.219376,2341
"CSG","CSG - Columbus Airport",32.5163002,-84.93890381,1720
